Title,Product Url,Price,Brand,Rating,Units Sold,Product Description
SOMEBYMI Real Care Mask Line (1 ea) (gimmick),https://shopee.sg/SOMEBYMI-Real-Care-Mask-Line-(1-ea)-(gimmick)-i.93906301.9744481908?sp_atk=56a7f040-91e9-4e28-a4aa-a3b7443a58ec&xptdk=56a7f040-91e9-4e28-a4aa-a3b7443a58ec,$1.40,SOME BY MI,5.0,4.6k,"😄Made with Vegan Certified Sheet😄
It's Real :: Real Mask
Real Calming care
✔️Real Calming care → Teatree, CICA
✔️Real Moisture & Nutrition care → Aloe, Honey, Hyaluron
✔️Real Brightening care → Glutathione, Vitamin
✔️Real Pore & Barrier care → Super Matcha, Snail

💧Fully contained in one sheet, Real essence💧
A sheet, full of real essence!
It contains enough amount of essence to be used on areas where need moisture such as the face, neck, and clavicle.
* Based on the test result taken within the company / Individual differences exist

🎈Lightly attached! without any bumps 🎈
A thin and soft sheet mask does not feel
heavy even after being attached on the skin.
* Based on the test result taken within the company / Individual differences exist

🍀SOME BY MI :: Real Mask🍀
✔️Made with vegan certified sheet
It uses 100 % plant-based cellulose sheet that is biodegradable and is not combined with any chemical fabric.
✔️Clear cell H sheet
Clear cell H sheet, made without the drawback of getting loose from its thinness spreads well at once. 
✔️Closely attaching the essence, Hole type sheet
Tiny holes are filled with essence to deliver the skin with active ingredients effectively.
✔️Skin low irritation test completed Free of 20 types of worrisome ingredients for skin
Mask sheet that can be used on sensitive skin with comfort feeling without having to worry about skin irritation.
* A clinical test result of Korea Institute of Dermatological Sciences <SOME BY MI Real CICA Calming Care Mask Pack / 9 types> 

✅Real Teatree Calming Care Mask
#Skin stress care
#Moisture calming
Make a clean skin and quickly calm 
skin problem through a mask
contained with real teatree.
🌟Recommend🌟
- Problematic skin / Moisture lacking, oily skin / Greasy skin covered in oil

✅Real Cica Calming Care Mask
#Skin calming
#Streghtening barrier
Make a strong skin that does not easily turn sensitive and calm angry skin through a mask contained with real Cica.
🌟Recommend🌟
- Problematic skin / Stressed-out skin / Skin with excess amount of oil

✅Real Aloe Soothing Care Mask
#Boosting moisture
#Providing nutrients
Calm stressed-out skin caused by external environment and fill in the moisture through a mask contained with real Aloe to make a healthy skin.
🌟Recommend🌟
- Tired skin from external stimuli / Skin that needs calming / Dry Skin

✅Real Honey Luminous Care Mask
#Luminous skin
#Providing nutrients
Fill your skin with full moisture and nutrients and make dewy skin through a mask contained with real honey.
🌟Recommend🌟
- Dry skin / Rough and tired skin / Skin that needs a luminous glow

✅Real Hyaluron Hydra Care Mask
#Boosting moisture
#Moisture care
Provide moisture into dry, dehydrated skin
and make a moisturized skin texture through a mask formulated with real Hyaluron.
🌟Recommend🌟
- Dry skin / Skin that needs oil-moisture balance / Rough and flaky skin

✅Real Glutathione Brightening Care Mask
#Recharging vitality
#Brightening
Vitalize the dull skin through a mask, 
contained with real Glutathione, 
and make a dewy, translucent looking-complexion.
🌟Recommend🌟
- Dull skin / Skin that needs vitality / Skin that wishes to erase the defects

✅Real Vitamin Brightening Care Mask
#Clear skin
#Luminous care
Revitalize the tired skin and take care of your skin into a clean and clear complexion through a mask contained with real vitamins.
🌟Recommend🌟
- Tired and restless skin / Skin with spotty face concern / Dull skin

✅Real Super Matcha Pore Care Mask
#Sebum care
#Pore tightening
Firm your weak pores and take care of
oily sebum through a mask contained
with real Matcha.
🌟Recommend🌟
- Skin with large pores / Skin concerned about excess sebum / Oily dehydrated skin

✅Real Snail Skin Barrier Care Mask
#Streghening barrier
#Calming skin
Build up the collapsed skin barrier with a mask containing real snail mucin and calm down your sensitive skin.
🌟Recommend🌟
- Repeating problematic skin / Skin that is easily irritated / Rough skin

✅Real AHA · BHA · PHA Calming Care Mask
#Exfoliation care
#Skin texture care
✔️Real - AHA / BHA / PHA
Gently clear out the impurities such as unnecessary dead skin cells, blackheads, whiteheads.
* Information above is limited to the characteristic of raw material
🌟Recommend🌟
- Flaky skin with dead skin cells / Skin with blackheads concern / Rough and dry skin

☄️How To Use☄️
1) After cleansing, refine the skin texture with toner. Remove the sheet mask from its packaging and attach along the facial line. 
2) Remove the mask after 10~20 minutes, and gently pat the leftover essence until fully absorbed.

☑️ Content : 20g * 1ea / 10ea


✈️✈️✈️ The products you ordered will be shipped directly from the SOME BY MI headquater of Korea. ✈️✈️✈️

#somebymiofficial #somebymi #mask #sheetmask #maskpack #teatree #cica #aloe #honey # hyaluron #glutathione #vitamin #matcha #snail #kbeauty"
"Dove Body Wash, 1L",https://shopee.sg/Dove-Body-Wash-1L-i.323430152.4860445363?sp_atk=d9a0077f-de0e-4ecd-98ba-38e822d66ad0&xptdk=d9a0077f-de0e-4ecd-98ba-38e822d66ad0,$4.95 - $5.65,Dove,4.9,12.9k,Price For 1 Bottle
【Y&T Home】1Pcs-Stainless Nose Hair Trimmers Steel Round Nose Hair Trimmers Pointed,https://shopee.sg/%E3%80%90Y-T-Home%E3%80%911Pcs-Stainless-Nose-Hair-Trimmers-Steel-Round-Nose-Hair-Trimmers-Pointed-i.60325104.14981760647?sp_atk=d06de031-afcf-4499-b110-6321735c9ddc&xptdk=d06de031-afcf-4499-b110-6321735c9ddc,$1.79,,5.0,189,"Welcome to 【Y&T Home】 Store！
if have some problem.When Receive the goods
Can tell us.we happy to help you！

Material: Others
Style: Others

Package Includes: 1 Pc


Note:

1. Real color may slightly different from pictures due to computer screen's resolution, brightness, contrast, etc. Hoping for your understanding.
2. Please remark the variation (size/color/model) you want when you place an order. If you forgot to remark, kindly chat with us and let us know your choice. Have a nice shopping day ^^"
24pcs Acrylic Nails Fake Nails Set with Glue False Nails Long Nail Fake Nails with Design Art Party DIY COD,https://shopee.sg/24pcs-Acrylic-Nails-Fake-Nails-Set-with-Glue-False-Nails-Long-Nail-Fake-Nails-with-Design-Art-Party-DIY-COD-i.566133253.11076542797?sp_atk=07629a32-16d0-4a2d-83f0-da05d98cba8d&xptdk=07629a32-16d0-4a2d-83f0-da05d98cba8d,$0.99 - $1.99,,4.8,2.8k,"Tips:  It will be shipped immediately after placing the order, and will arrive within 5 - 8days.
 Dropship/Reseller/Wholesale are welcome!
 Follow us for more happening deals!
 No Receipt / Tag in all parcels

Packing: 1. Complete set of 24 pieces
2. 12pcs jelly glue or 1pc 2g glue are sent randomly
              


Feature: 
️100% Brand new.
️For your professional nail extension. 
️Perfect choice for your nail fashion.
️Easy to use, precise, perfect decoration and long lasting.
️Suitable for use with gel, acrylic or fiberglass applications.
️Different sizes for you to choose, suitable for most people.
️Can add nail art decorations on the nails and design your own style and pattern.
️For professional salon or home use.

1.*Occasions: Special for wedding bride, party,theme party,salon display,clothes match in daily life.
     Last up to at least 5 days and can be reused.Acrylic-infused technology for durable wear.

2.*Remark: 
****Due to manual measurement, please allow 0.05 cm errors.
****Meanwhile,the color might be a little different with differrent screen display resolution. hope you donot mind.
****If the size of your nails are bigger than others, you can choose long false nails in our store.

3.*Application: 
1).File the sides and cuticle area for an accurate fit with manicure stick;
2).Clean nails of any polish oil with acetone-based polish remover;
3).Select the correct size nails for each finger;
4).Apply glue to nails;
5).Apply thin layer of glue to natural nails;
6).Starting at cuticle, press on & hold for 5 seconds;
7).File and shape your new nails if needed.

4.*Remove Tips:
Put your nails in warm water for 2 minutes and nail sticker can be removed easier. 
Do not remove it abruptly and it may cause harm to your nail surface.



#Nails #falsenails #fakenails #marbling #french
#manicure #tips #nail #nailart #pressonnails
#women #lady #stickers #decor #acrylic #salon"
"[COSRX OFFICIAL] Low pH Good Morning Gel Cleanser 150ml, BHA 0.5%, Tea Tree Leaf Oil 0.5%, Daily Mild Cleanser for Sensitive Skin 20ml/50ml/150ml/mini duo kit",https://shopee.sg/-COSRX-OFFICIAL-Low-pH-Good-Morning-Gel-Cleanser-150ml-BHA-0.5-Tea-Tree-Leaf-Oil-0.5-Daily-Mild-Cleanser-for-Sensitive-Skin-20ml-50ml-150ml-mini-duo-kit-i.116704504.1933124589?sp_atk=0a15d81d-c65c-45f2-b9ee-736ccc9ea9d8&xptdk=0a15d81d-c65c-45f2-b9ee-736ccc9ea9d8,$2.70 - $10.40,COSRX,5.0,13.4k,The products you ordered will be shipped directly from the COSRX headquarters of Korea.✈️
"[COSRX OFFICIAL] Perfecting 2% BHA (Salicylic Acid) Liquid Exfoliator, Blackhead Power Liquid, Willow Bark Water 65%, Daily Blackhead Treatment for Enlarged Pore",https://shopee.sg/-COSRX-OFFICIAL-Perfecting-2-BHA-(Salicylic-Acid)-Liquid-Exfoliator-Blackhead-Power-Liquid-Willow-Bark-Water-65-Daily-Blackhead-Treatment-for-Enlarged-Pore-i.116704504.3737038595?sp_atk=8e387231-14fa-45d5-a2ca-5b914d958bec&xptdk=8e387231-14fa-45d5-a2ca-5b914d958bec,$10.96 - $18.90,COSRX,4.9,3.5k,Perfecting 2% BHA (Salicylic Acid) Liquid Exfoliator
Extra Soft Bristle Nano Adult Toothbrush - Tongue Cleaner - Toothpaste Tube Squeezer - Tooth Brush,https://shopee.sg/Extra-Soft-Bristle-Nano-Adult-Toothbrush-Tongue-Cleaner-Toothpaste-Tube-Squeezer-Tooth-Brush-i.15618985.7013719055?sp_atk=65b96a87-9bd5-4527-b7ab-3863c7c7c4d2&xptdk=65b96a87-9bd5-4527-b7ab-3863c7c7c4d2,$0.29 - $1.29,,4.8,4.3k,"[ If there is a Minimum Order Quantity, feel free to mix and match the different options ]
[ If Seller Store Pickup option is chosen, please proceed to our warehouse for collection ]

***Each Qty Order is for 1 Piece***
***Minimum Order Quantity of 8***


Super Soft Bristle Nano Adult Toothbrush
【Black】
【White】

● Are you still using a REGULAR TOOTHBRUSH? Our ultra-soft Toothbrush with More than 20,000 fine and soft bristles for deep cleaning, specially designed for sensitive teeth and gum.

● 80 μm BRUSHING AND DEEP CLEANING: The slender design of the brush is soft and flexible, which can easily go between the teeth remove plaque and tartar while cleaning the teeth without damaging the surface enamel layer.

● Tongue Cleaner: Comes with a Tongue cleaner at the back of the toothbrush. Perfect for cleaning your tongue while brushing your teeth. 

● Great for our elders: With the extra soft bristles, as we get older, our gums start becoming more sensitive and thus you may have a greater risk of gum bleeding.

● Great for Pregnant Women: Use our finest, extra soft bristles for gentle effective brushing for expecting, nursing, and postpartum moms with tender and bleeding gums. Helps to prevent pregnancy gingivitis and dental caries and acid due to hyperemesis gravidarum – from teeth, gums, tongue, and all crevices of the mouth

----------------------------------------------------------------------------------

Color Toothbrush
● 【Random Color】

【Features】
● Premium quality ultra-soft bristles which gently clean teeth and gums
● Thin head design to reach every corner of your mouth
● Flexing sides to remove more plaque along the gum line
● Massages the gums for a complete oral care routine
● Soft rubber handle provides comfortable brushing
● Have a flexible neck that reduces the pressure on your teeth during brushing

----------------------------------------------------------------------------------

Toothpaste Tube Squeezer
【Pink】
【Green】

● Our tube squeezer is cute yet functional. You can use it to squeeze the last drop out of any tube you have that is less than 5cm in width.

● Reusable and sturdy. Easy to operate."
"[SG] Relaxing Bath Bombs ✨ Ready Stock Made in SG 🇸🇬 Moisturizing, Great Quality Fun Fizzy Bathbombs",https://shopee.sg/-SG-Relaxing-Bath-Bombs-%E2%9C%A8-Ready-Stock-Made-in-SG-%F0%9F%87%B8%F0%9F%87%AC-Moisturizing-Great-Quality-Fun-Fizzy-Bathbombs-i.399973166.8322951445?sp_atk=18e302d5-0293-41de-8e3c-15d1c1c32a30&xptdk=18e302d5-0293-41de-8e3c-15d1c1c32a30,$13.99 - $14.99,SLICKLABS,5.0,12.9k,
[SG Seller] Innisfree My real squeeze Mask - 20ml,https://shopee.sg/-SG-Seller-Innisfree-My-real-squeeze-Mask-20ml-i.311293430.14400774391?sp_atk=ee329793-9289-4ee2-b9f6-ceefa8b134e8&xptdk=ee329793-9289-4ee2-b9f6-ceefa8b134e8,$0.61,Innisfree,4.8,55.4k,"My Real Squeeze Masks come in 3 levels of hydration:
• Water base: Light & Fresh
• Essence base: Deeply Hydrating
• Cream base: Intensely Nourishing

Biodegradable
Made from 100% eucalyptus fibers


--Refreshing water-type real mask:
#Rose: Enriched with moisture from roses, leaves the skin looking smooth and radiant.
#Lime: Enriched with moisture from fresh limes, leaves the skin bright and transparent.
#Broccoli: Enriched with rich vitamins from broccoli, leaves dull skin clear and supple.
#Green Tea: Enriched with fresh moisture from delicately fragrant green tea, keeps dry skin moisturized.
#Tea Tree: Enriched with refreshing tea tree, leaves the skin clean and clear.
#Bamboo: Enriched with the abundant moisture of vitalising bamboo, leaves dry skin moisturised.


--Moisturising essence-type real mask:
#Pomegranate: Enriched with juicy pomegranates, leaves the skin plump and radiant.
#Manuka Honey: Enriched with nourishing manuka honey, thoroughly replenishes moisture on dry, rough skin.
#Fig: Enriched with rich vitamins thoroughly squeezed from figs, leaves dull skin smooth and clear.
#Cucumber: Enriched with fresh moisture from fragrant cucumbers, replenishes moisture on dry skin.
#Tomato: Enriched with abundant nourishment from well-ripened tomatoes, leaves tired skin clear and vibrant.
#Aloe: Enriched with moisture-rich aloe, protects tired skin against external stimulants to help soothe and calm skin.

--Rich cream-type real mask:
#Shea Butter: enriched with moisture-rich aloe, protects tired skin against external stimulants to help soothe and calm skin.
#Rice: Enriched with abundant nourishment from rice, leaves dull skin clear and transparent.
#Oatmeal: Enriched with nutrient-rich oatmeal, leaves rough, dry skin moisturized and smooth.
#Ginseng: Enriched with abundant nourishment from slightly bitter ginseng, brings vitality and energy to tired skin to leave it moisturised and healthy.
#Acai Berry: Enriched with abundant nourishment of thoroughly squeezed acai berries, leaves the skin resilient and full of life.
#Coconut: Enriched with full-bodied juice thoroughly squeezed from coconuts, leaves rough, dry skin moisturised and smooth."
"Kirei Kirei Anti-Bacterial Hand Wash Hand Soap, Refill 200ml Pack",https://shopee.sg/Kirei-Kirei-Anti-Bacterial-Hand-Wash-Hand-Soap-Refill-200ml-Pack-i.3272555.10786038944?sp_atk=e06540d4-2aa8-4aab-a9d4-c4ef57b6281c&xptdk=e06540d4-2aa8-4aab-a9d4-c4ef57b6281c,$1.44,Kirei Kirei,4.9,17.1k,📢 Bundle of 6 Packs - Promotion 📢
Portable Mouthwash Stick Travel Sachet Mouth Wash Spray Gargle Bad Breath Rinse Freshener Kids Friendly,https://shopee.sg/Portable-Mouthwash-Stick-Travel-Sachet-Mouth-Wash-Spray-Gargle-Bad-Breath-Rinse-Freshener-Kids-Friendly-i.15618985.10723562955?sp_atk=8321bcf7-9447-4ff8-9a89-73e06ab40b6f&xptdk=8321bcf7-9447-4ff8-9a89-73e06ab40b6f,$0.15 - $0.18,,4.9,34.6k,"[ If there is a Minimum Order Quantity, feel free to mix and match the different options ]
[ If Seller Store Pickup option is chosen, please proceed to our warehouse for collection ]**Minimum Order Quantity 20**
Please order in multiples of 20
The price stated is for 1 Stick of 10ml

Mouthwash Stick【10ml Per Stick】
● Flavor: 【Peach】【Orange】【Mint】【Watermelon】【Grape】

● Using mouthwash correctly can freshen your breath, help prevent cavities and treat gingivitis
● Mouthwash fights bacteria that cause bad breath while reducing plaque and treating gingivitis
● Alcohol-free mouthwash formula for a less intense taste
● The power to kill germs that lead to bad breath, plaque, and gum disease
● For a whole mouth clean that reaches even the hidden corners of your mouth
● Don't rinse with water immediately after using mouthwash. The cleansing properties of mouthwash continue to work after you have to spit it out, and rinsing with water will dilute the wash and minimize these effects.
● Mouthwash is not a replacement for daily brushing and flossing. Use it as part of a full dental cleaning routine."
[SG READY STOCK] Nature Republic Real Nature Mask Sheet 23ml Ship from Korea,https://shopee.sg/-SG-READY-STOCK-Nature-Republic-Real-Nature-Mask-Sheet-23ml-Ship-from-Korea-i.62211483.14630429769?sp_atk=1a8ffe63-e42e-48a9-a4ce-5a27d791928f&xptdk=1a8ffe63-e42e-48a9-a4ce-5a27d791928f,$0.68 - $1.20,Nature Republic,4.9,9.5k,"🚚  All our products are In stock
🚚  All orders will be shipped out within 36 hours

💥 Random FREE GIFT for purchase more than 50 sheets 💥

💠    9 Types: 
1. Avocado : The enhanced nourishing mask sheet. Formulated with Mexican avocado extracts.
2. Aloe Vera :The moisturising and soothing mask sheet. Formulated with Aloe extract, which contains rich moisture. Sooth and moist skin.  
3. Green tea :The moisturising and purifying mask sheet. Formulated with Bosung green tea extract.
4. Tomato : The whitening mask sheet. Formulated with Jangsoo tomato extract. 
5. Acai Berry : The firming mask sheet. This mask sheet delivers rich nourishment to the skin.
6. Bamboo : The purifying and moisturising mask sheet. Formulated with Bamboo extract.
7. Cucumber : The Enhanced moisturizing mask sheet. Fomulated with cucumber extract which delivers rich moisture to the skin. 
8. Chamomile : The enhanced nourishing mask sheet. Fomulated with Chamomile extract. 
9. Olive : The rich extract makes your skin elastic and tight. Fomulated with Rich Olive extract.

Click ""FOLLOW"" our Shop to enjoy exclusive follower vouchers 😊
Stay updated & be inform of our new arrivals !!!
#ladymavia  #sglocalbusiness"
【SG Wholesale】BISUTANG Fruit Extract Plant Extract Facial Mask Moisturiser Mask Replenishment Purifying Nourishing,https://shopee.sg/%E3%80%90SG-Wholesale%E3%80%91BISUTANG-Fruit-Extract-Plant-Extract-Facial-Mask-Moisturiser-Mask-Replenishment-Purifying-Nourishing-i.79238364.8059058314?sp_atk=11e70df5-1296-4362-a114-f3fded3aa468&xptdk=11e70df5-1296-4362-a114-f3fded3aa468,$0.32,BISUTANG,5.0,43.6k,"Description:
Ready stock in SG! We will ship within 24 hours after your purchase and you will get within 2-5 working days depending on the delivery fleets

Product Specification:
Skin Type: All Skin Type
Quantity: 1 piece
Net Content: 25g
Country/Region of Manufacture : China
Expiry Date: Please refer to packaging label

8 Options for you to choose!
1. ALOE MOISTURIZING FACIAL MASK
2. BAMBOO REFRESHING REPLENISHMENT MASK
3. GREEN TEA PURIFYING MASK
4. HONEY REPLENISHMENT CONDENSATE MASK
5. ORANGE RUN NOURISHING MASK
6. RED POMEGRANATE ESSENCE SHINY MASK
7. RICE BEAUTY NOURISHING MASK
8. ROSE ICE SKIN MASK

How to Use:
1. Cleanse your skin before applying your face mask. 
2. Remove the sheet mask from its packaging and unfold it without tearing.
3. Line up the mask with your face shape, eyes, nose, and mouth.
4. Gently press the mask to the form of your face until it’s sticking evenly.
5. Detach the mask after 10-15 minutes.
6. Gently peel the mask from your face. Take your time and don’t pull hard to remove it from your skin.
7. Once the mask is off, pat lightly by hand to absorb remaining contents.
8. Proceed with your regular skin care routine. There’s no need to rinse.

Precautions:
1. Skin test behind ear before use to check for allergy.
2. Kindly stop using if there is any discomfort.
3. For external use only, avoid contacting with eyes and damaged skin. 
4. Keep away from infants and children.

Why buy from us?
✔️We are a local Singapore seller with ready stocks available
✔️We ship out within 24 hours
✔️We reply to all chat messages and inquiries
✔️We check our items for quality assurance
✔️Support the local SG seller community

#bisutang #facialmask #facial #mask #localsgseller #sgseller #supportlocal #supportsg #moisturizer #aloevera #bamboo #greentea #honey #orange #redpomegranate #pomegranate #rice #rose #essence #replenishment #purifying #nourishing #shiny"
